,title,vote_average,vote_count,popularity
571,Andre,5.0,31.0,3.139316
572,The Escort,5.0,5.0,0.046196
573,Princess Caraboo,4.4,5.0,1.943323
574,The Celluloid Closet,7.0,24.0,6.784687
575,Café au Lait,6.8,4.0,1.040873
576,Dear Diary,6.9,46.0,2.904734
577,I Don't Want to Talk About It,6.0,1.0,1.213481
578,The Brady Bunch Movie,5.9,87.0,4.233092
579,Home Alone,7.1,2487.0,0.702543
580,Ghost,6.9,1381.0,11.945397
581,Aladdin,7.4,3495.0,16.357419
582,Terminator 2: Judgment Day,7.7,4274.0,22.661695
583,Dances with Wolves,7.6,1084.0,11.654349
584,Tough and Deadly,6.3,4.0,0.426887
585,Batman,7.0,2145.0,19.10673
586,The Silence of the Lambs,8.1,4549.0,4.307222
587,Snow White and the Seven Dwarfs,6.9,1973.0,16.263878
588,Beauty and the Beast,7.5,3029.0,23.433511
589,Pinocchio,6.9,1412.0,14.202283999999999
590,Pretty Woman,7.0,1807.0,13.348451
591,Window to Paris,6.0,6.0,0.345748
592,The Wild Bunch,7.7,266.0,11.722424
593,Love and a .45,5.5,15.0,3.4052300000000004
594,The Wooden Man's Bride,6.5,1.0,0.088451
595,A Great Day in Harlem,7.0,2.0,0.076352
596,Bye Bye Love,6.1,20.0,2.47308
597,One Fine Day,6.1,160.0,7.009946
598,Candyman: Farewell to the Flesh,5.0,64.0,4.9835519999999995
599,Century,5.0,1.0,1.4610290000000001
600,Fargo,7.7,2080.0,12.61469
601,Homeward Bound II: Lost in San Francisco,6.0,105.0,14.657754
602,Heavy Metal,6.3,150.0,7.640072999999999
603,Hellraiser: Bloodline,4.9,111.0,5.263187
604,The Pallbearer,4.6,30.0,8.174116
605,Jane Eyre,7.1,51.0,2.420301
606,Loaded,4.0,3.0,0.618066
607,Bread and Chocolate,7.1,10.0,1.3066280000000001
608,The Aristocats,7.1,1287.0,9.834047
609,The Flower of My Secret,6.9,43.0,2.286788
610,Two Much,5.1,24.0,1.620174
611,Ed,3.6,24.0,5.174212000000001
612,Scream of Stone,7.5,4.0,0.736081
613,My Favorite Season,6.4,4.0,0.5169239999999999
614,A Modern Affair,5.0,1.0,0.173207
615,Condition Red,4.7,3.0,0.793932
616,Halfaouine: Boy of the Terraces,7.4,5.0,1.9833009999999998
617,A Thin Line Between Love and Hate,5.7,15.0,2.2567470000000003
618,The Last Supper,6.5,82.0,4.619915
619,Primal Fear,7.4,644.0,10.326213000000001
620,Rude,6.0,1.0,0.065827
621,Carried Away,5.4,5.0,1.67218
622,All Dogs Go to Heaven 2,5.0,50.0,5.028897
623,Land and Freedom,7.0,53.0,6.144235
624,Denise Calls Up,6.6,5.0,0.466476
625,Theodore Rex,3.6,17.0,2.583686
626,A Family Thing,5.6,14.0,6.207993
627,Frisk,3.0,3.0,0.319215
628,Sgt. Bilko,5.5,96.0,5.70904
629,Jack & Sarah,5.1,10.0,1.5234459999999999
630,Girl 6,5.7,17.0,4.405169
631,Diabolique,5.4,74.0,4.530079
632,"Little Indian, Big City",6.0,145.0,4.7281629999999994
633,Roula,5.0,1.0,0.14915699999999998
634,Peanuts – Die Bank zahlt alles,4.0,1.0,0.066123
635,Happy Weekend,0.0,0.0,0.002229
636,Nelly and Monsieur Arnaud,7.1,16.0,1.784647
637,Courage Under Fire,6.2,240.0,11.595316
638,Mission: Impossible,6.7,2677.0,15.793477
639,Cold Fever,7.7,6.0,0.49497700000000006
640,Moll Flanders,6.2,19.0,2.337263
641,The Superwife,5.3,7.0,0.821299
642,"301, 302",6.2,10.0,0.39662600000000003
643,DragonHeart,6.4,553.0,23.636589999999998
644,Und keiner weint mir nach,0.0,0.0,0.439989
645,My Mother's Courage,0.0,0.0,0.622885
646,Eddie,5.4,46.0,3.09233
647,Yankee Zulu,6.0,4.0,1.558066
648,Billy's Holiday,0.0,0.0,0.002444
649,Purple Noon,7.3,73.0,3.804493
650,August,5.3,3.0,0.987434
651,James and the Giant Peach,6.2,375.0,13.217623000000001
652,Fear,6.1,157.0,6.9549259999999995
653,Kids in the Hall: Brain Candy,5.9,26.0,2.299851
654,Faithful,4.8,4.0,1.2968620000000002
655,Underground,7.5,143.0,14.587894
656,All Things Fair,6.1,23.0,3.582047
657,Bloodsport II,5.2,23.0,3.085207
658,Pather Panchali,7.9,63.0,3.9007089999999995
659,The World of Apu,8.2,40.0,2.381806
660,Mystery Science Theater 3000: The Movie,7.0,71.0,2.985163
661,Tarantella,0.0,0.0,0.001662
662,Space Jam,6.5,1335.0,11.054250999999999
663,Barbarella,5.7,149.0,14.304205
664,Hostile Intentions,8.0,1.0,0.062388
665,They Bite,5.5,1.0,0.466991
666,Some Folks Call It a Sling Blade,7.5,8.0,0.459376
667,The Run of the Country,8.0,2.0,0.11766199999999999
668,Alphaville,6.8,100.0,4.658149
669,Coup de Torchon,6.8,21.0,2.2722130000000003
670,Tigrero: A Film That Was Never Made,7.5,4.0,0.18342999999999998
671,The Eye of Vichy,0.0,0.0,0.004117
672,Windows,5.8,9.0,0.400023
673,It's My Party,6.2,9.0,2.791667
674,Country Life,8.0,1.0,0.487357
675,Operation Dumbo Drop,4.7,37.0,4.357971
676,The Promise,5.0,1.0,0.122178
677,Mrs. Winterbourne,5.5,26.0,9.1861
678,Solo,3.9,18.0,1.899069
679,Under The Domim Tree,6.5,2.0,0.7106600000000001
680,The Substitute,5.8,60.0,10.685369999999999
681,True Crime,5.1,7.0,1.217249
682,Butterfly Kiss,7.4,5.0,0.8778530000000001
683,Feeling Minnesota,5.5,29.0,10.298582000000001
684,Delta of Venus,3.3,5.0,1.0991870000000001
685,To Cross the Rubicon,0.0,0.0,0.006854000000000001
686,Angus,6.8,24.0,2.25008
687,Priest Daens,6.7,15.0,0.755047
688,Faces,7.1,36.0,7.918417999999999
689,Boys,5.3,11.0,1.579153
690,The Quest,5.3,126.0,7.941972
691,Cosi,7.1,9.0,0.9470069999999999
692,Sunset Park,5.1,7.0,1.231692
693,Mulholland Falls,6.2,73.0,5.794630000000001
694,The Truth About Cats & Dogs,5.7,86.0,5.1212029999999995
695,Oliver & Company,6.5,372.0,10.813578999999999
696,Celtic Pride,4.9,35.0,1.9407470000000002
697,Flipper,5.3,85.0,4.5570059999999994
698,Captives,6.0,10.0,1.926109
699,Of Love and Shadows,4.4,11.0,0.709209
700,Dead Man,7.2,397.0,6.505272
701,The Horseman on the Roof,6.7,25.0,1.690768
702,Switchblade Sisters,6.6,27.0,6.035166
703,Mouth to Mouth,5.5,5.0,1.133409
704,The Visitors,7.1,433.0,7.326169
705,Multiplicity,5.5,158.0,8.768806
706,"The Haunted World of Edward D. Wood, Jr.",10.0,1.0,0.037443000000000004
707,Two Friends,0.0,0.0,0.003949
708,The Craft,6.3,388.0,12.860385
709,The Great White Hype,5.1,29.0,3.321765
710,Last Dance,5.6,9.0,1.1966860000000001
711,War Stories Our Mother Never Told Us,0.0,0.0,0.005625
712,Cold Comfort Farm,7.0,21.0,1.92386
713,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11.0,0.543042
714,Heaven's Prisoners,5.0,17.0,9.264679
715,Original Gangstas,5.5,5.0,0.343579
716,The Rock,6.9,1474.0,13.249823999999998
717,Getting Away with Murder,5.5,6.0,0.7466619999999999
718,Cemetery Man,7.0,105.0,6.247819
719,Twister,6.1,966.0,8.739144
720,Barb Wire,3.9,117.0,5.877599
721,Le Garçu,5.0,1.0,0.125882
722,Honeymoon,0.0,0.0,0.652621
723,Ghost in the Shell,7.8,854.0,10.686166
724,Thinner,5.5,125.0,4.856229
725,Spy Hard,4.9,148.0,8.202057
726,Brothers in Trouble,0.0,0.0,0.594716
727,A Close Shave,7.5,223.0,6.796858
728,Force of Evil,6.6,33.0,4.386329
729,The Stupids,4.2,22.0,1.751457
730,The Arrival,6.1,200.0,6.497591000000001
731,The Man from Down Under,0.0,0.0,0.068254
732,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,9.803980000000001
733,Careful,7.8,4.0,0.160571
734,Vermont Is for Lovers,0.0,0.0,0.75
735,A Month by the Lake,7.2,7.0,0.8510780000000001
736,Gold Diggers: The Secret of Bear Mountain,5.8,20.0,5.508101
737,Kim,7.0,5.0,1.048075
738,Carmen Miranda: Bananas Is My Business,10.0,1.0,0.146287
739,Ashes of Time,7.1,73.0,5.215992
740,The Jar,8.0,3.0,0.40153099999999997
741,Maya Lin: A Strong Clear Vision,0.0,0.0,0.0016079999999999998
742,Stalingrad,7.4,116.0,7.6672839999999995
743,The Phantom,4.7,138.0,8.079541
744,Striptease,4.4,210.0,11.341502
745,The Last of the High Kings,5.7,15.0,1.427756
746,Heavy,7.7,11.0,0.889498
747,Jack,5.9,340.0,6.2872449999999995
748,I Shot Andy Warhol,6.1,32.0,2.771201
749,The Grass Harp,6.1,4.0,0.36541799999999997
750,Someone Else's America,0.0,0.0,0.099602
751,Life is Rosy,6.5,2.0,0.514363
752,Quartier Mozart,5.0,1.0,0.011937999999999999
753,Touki Bouki,7.3,10.0,0.043903
754,God's Gift,5.0,1.0,0.049573
755,Spirits of the Dead,5.5,24.0,1.794298
756,Babyfever,0.0,0.0,0.0016870000000000001
757,Pharaoh's  Army,6.3,5.0,0.8379110000000001
758,Trainspotting,7.8,2737.0,19.348466000000002
759,Til There Was You,3.9,4.0,2.7000610000000003
760,Independence Day,6.7,3334.0,17.634197
761,Stealing Beauty,6.6,99.0,6.418805
762,The Fan,5.7,202.0,12.202063
763,The Hunchback of Notre Dame,6.8,1182.0,13.553999
764,The Cable Guy,5.7,603.0,7.586577
765,Kingpin,6.7,248.0,11.633347
766,Eraser,5.6,553.0,6.919314
767,The Gate of Heavenly Peace,6.7,3.0,0.10705
768,The Nutty Professor,5.4,717.0,9.651581
769,"I, the Worst of All",6.8,3.0,0.202495
770,An Unforgettable Summer,7.2,6.0,0.8263719999999999
771,A Hungarian Fairy Tale,0.0,0.0,0.043125
772,My Life and Times With Antonin Artaud,8.0,1.0,0.000308
773,Midnight Dancers,7.0,1.0,0.05956
774,Somebody to Love,5.1,2.0,0.9706879999999999
775,A Very Natural Thing,6.3,3.0,0.147662
776,The Old Lady Who Walked in the Sea,0.0,0.0,0.5734229999999999
777,Daylight,5.8,385.0,11.995799
778,The Frighteners,6.7,413.0,12.09096
779,Lone Star,6.9,79.0,9.069963000000001
780,Harriet the Spy,5.7,47.0,4.086563
781,Phenomenon,6.2,328.0,5.575991999999999
782,Walking and Talking,6.6,8.0,0.9132809999999999
783,She's the One,5.7,71.0,10.827266
784,A Time to Kill,7.0,522.0,13.309013
785,American Buffalo,6.2,9.0,7.031279
786,Rendezvous in Paris,6.5,4.0,0.22712800000000002
787,Alaska,5.2,32.0,2.318141
788,Fled,5.2,49.0,3.906949
789,Kazaam,3.6,60.0,8.962892
790,Magic Hunter,6.0,1.0,0.091984
791,Larger Than Life,5.4,35.0,3.521921
792,A Boy Called Hate,6.0,2.0,1.5660399999999999
793,Power 98,4.0,1.0,0.926867
794,Two Deaths,7.0,2.0,0.145092
795,A Very Brady Sequel,5.8,42.0,9.898696000000001
796,Stefano Quantestorie,6.0,1.0,0.036699
797,Death in the Garden,7.4,8.0,1.116063
798,Hedd Wyn,6.5,2.0,0.270432
799,La Collectionneuse,6.5,25.0,1.683348
800,Kaspar Hauser,6.3,4.0,0.0005780000000000001
801,Regular Guys,5.2,9.0,1.165202
802,Diebinnen,4.0,1.0,0.10634500000000001
803,The Convent,6.5,6.0,1.606957
804,The Adventures of Pinocchio,5.0,55.0,7.523528
805,Joe's Apartment,5.0,87.0,9.490858
806,The First Wives Club,6.5,172.0,10.177303
807,Stonewall,7.2,10.0,0.9402280000000001
808,Ransom,6.4,482.0,8.772188
809,High School High,5.4,51.0,4.220058
810,Phat Beach,5.4,8.0,0.8798520000000001
811,Foxfire,6.3,30.0,3.186891
812,Chain Reaction,5.3,291.0,15.874491
813,Matilda,6.9,892.0,10.034915
814,Emma,6.7,152.0,6.593011
815,The Crow: City of Angels,5.2,119.0,6.554678999999999
816,House Arrest,5.0,32.0,12.297782000000002
817,Eyes Without a Face,7.5,130.0,9.935891
818,Bordello of Blood,5.0,63.0,3.4504019999999995
819,Lotto Land,7.0,1.0,0.042365
820,The Story of Xinghua,0.0,0.0,0.001652
821,The Day the Sun Turned Cold,7.0,2.0,0.076062
822,Flirt,7.5,4.0,1.663948
823,The Big Squeeze,5.0,1.0,0.404501
824,The Spitfire Grill,6.8,17.0,1.19589
825,Escape from L.A.,5.6,381.0,12.229381
826,Cyclo,6.8,23.0,1.781952
827,Basquiat,6.6,97.0,4.797674
828,Tin Cup,5.9,152.0,6.2496599999999995
829,Dingo,6.0,1.0,0.12427300000000001
830,The Ballad of Narayama,6.4,12.0,0.9692540000000001
831,Every Other Weekend,6.0,2.0,0.629807
832,Mille bolle blu,6.0,1.0,0.03537
833,Crows and Sparrows,5.0,1.0,0.036478
834,The Godfather,8.5,6024.0,41.109264
835,Maybe... Maybe Not,6.1,34.0,8.593319000000001
836,Police Story 3: Supercop,6.7,109.0,6.751864
837,Manny & Lo,6.3,9.0,1.143656
838,Wife,0.0,0.0,0.096079
839,Small Faces,6.4,10.0,0.9091299999999999
840,Bound,6.9,203.0,12.449574
841,Carpool,4.9,17.0,3.7140489999999997
842,Death in Brunswick,6.1,7.0,0.9139870000000001
843,Kansas City,6.1,13.0,5.130136
844,Gone Fishin',4.7,48.0,2.289647
845,Lover's Knot,4.0,2.0,0.14315
846,Vive L'Amour,7.3,16.0,1.404588
847,Shadow of Angels,4.0,2.0,0.364246
848,Killer: A Journal of Murder,6.3,10.0,0.705136
849,Nothing to Lose,0.0,0.0,0.001771
850,Project S,5.8,12.0,1.2625389999999999
851,Girls Town,5.2,3.0,0.6356689999999999
852,Bye-Bye,7.7,3.0,0.10940599999999999
853,The Relic,5.8,130.0,7.699967
854,The Island of Dr. Moreau,4.6,148.0,12.725342999999999
855,First Kid,5.3,28.0,6.5104370000000005
856,The Trigger Effect,6.6,18.0,9.028947
857,Sweet Nothing,5.0,2.0,0.234665
858,Bogus,5.4,46.0,2.523605
859,Bulletproof,5.4,164.0,7.859132000000001
860,Talk of Angels,6.8,4.0,0.9789889999999999
861,The Land Before Time III: The Time of the Great Giving,6.1,86.0,6.3724419999999995
862,1-900,5.0,1.0,0.062127999999999996
863,Baton Rouge,0.0,0.0,0.437895
864,Halloween: The Curse of Michael Myers,5.0,173.0,8.768288
865,Twelfth Night,7.0,22.0,4.696680000000001
866,Mother Night,7.1,13.0,6.038784
867,Liebelei,6.3,8.0,0.472479
868,Venice,7.5,4.0,0.14712999999999998
869,Wild Reeds,7.4,18.0,2.115268
870,For Whom the Bell Tolls,6.1,41.0,14.373860999999998
871,The Philadelphia Story,7.7,196.0,8.888069
872,Singin' in the Rain,7.9,747.0,11.064858000000001
873,An American in Paris,6.9,133.0,5.5652029999999995
874,Funny Face,7.0,162.0,5.461487
875,Breakfast at Tiffany's,7.6,1082.0,10.879289
876,Vertigo,8.0,1162.0,18.20822
877,Rear Window,8.2,1531.0,17.911314
878,It Happened One Night,7.7,283.0,6.465257
879,Gaslight,7.2,73.0,14.545058
880,The Gay Divorcee,7.2,17.0,2.8639349999999997
881,North by Northwest,7.8,1062.0,12.410427
882,The Apartment,8.1,498.0,11.994280999999999
883,Some Like It Hot,8.0,835.0,11.845107
884,Charade,7.7,351.0,7.098731
885,Casablanca,7.9,1462.0,13.916101000000001
886,The Maltese Falcon,7.8,435.0,5.782544000000001
887,My Fair Lady,7.4,361.0,12.494394
888,Sabrina,7.4,284.0,7.3597410000000005
889,Roman Holiday,7.8,502.0,11.954806
890,The Little Princess,7.0,22.0,5.640722
891,Meet Me in St. Louis,6.8,66.0,7.331511
892,The Wizard of Oz,7.4,1689.0,22.064932000000002
893,Gone with the Wind,7.7,995.0,14.240357000000001
894,My Favorite Year,7.1,35.0,2.9236720000000003
895,Sunset Boulevard,8.2,533.0,11.709777
896,Citizen Kane,8.0,1244.0,15.811921
897,2001: A Space Odyssey,7.9,3075.0,22.494622
898,Golden Earrings,4.8,3.0,0.949155
899,All About Eve,8.0,367.0,12.063080000000001
900,The Women,6.4,26.0,5.076649
901,Rebecca,7.7,346.0,8.590813
902,Foreign Correspondent,7.0,86.0,9.955445
903,Notorious,7.8,345.0,10.135111
904,Spellbound,7.3,166.0,5.47596
905,An Affair to Remember,7.1,101.0,9.813419
906,To Catch a Thief,7.1,299.0,5.490505000000001
907,Father of the Bride,6.6,43.0,2.4691669999999997
908,The Band Wagon,7.1,46.0,3.5739349999999996
909,Ninotchka,7.3,77.0,5.120036
910,Love in the Afternoon,7.3,55.0,8.196679
911,Gigi,6.1,68.0,10.36311
912,The Reluctant Debutante,6.6,11.0,1.954175
913,The Adventures of Robin Hood,7.6,170.0,10.685036
914,The Mark of Zorro,7.1,39.0,7.431939
915,Laura,7.6,173.0,9.884516
916,The Ghost and Mrs. Muir,7.3,59.0,3.008607
917,Lost Horizon,6.8,42.0,3.166544
918,Top Hat,7.4,62.0,7.122093
919,To Be or Not to Be,7.7,119.0,7.274947999999999
920,My Man Godfrey,7.7,69.0,5.480098
921,Giant,7.5,169.0,10.864284
922,East of Eden,7.5,163.0,6.4288300000000005
923,The Thin Man,7.4,97.0,10.573867
924,His Girl Friday,7.5,171.0,9.88321
925,Around the World in Eighty Days,6.5,85.0,6.164226
926,It's a Wonderful Life,8.0,1103.0,15.031588000000001
927,Mr. Smith Goes to Washington,7.9,245.0,8.168694
928,Bringing Up Baby,7.6,201.0,6.60577
929,Penny Serenade,6.4,23.0,2.446972
930,The Scarlet Letter,8.3,4.0,0.284522
931,Lady of Burlesque,5.0,7.0,0.26469499999999996
932,Of Human Bondage,6.4,26.0,1.831221
933,Angel on My Shoulder,5.7,6.0,0.594433
934,Little Lord Fauntleroy,6.6,13.0,4.709847
935,They Made Me a Criminal,5.6,8.0,1.758391
936,The Inspector General,6.2,17.0,0.8965049999999999
937,Angel and the Badman,6.6,27.0,8.08426
938,The 39 Steps,7.4,217.0,5.865697
939,A Walk in the Sun,5.2,14.0,8.85591
940,The Outlaw,4.9,16.0,1.4509889999999999
941,Night of the Living Dead,7.5,591.0,14.384198000000001
942,The African Queen,7.4,232.0,6.636872
943,Beat the Devil,6.2,31.0,2.001733
944,Cat on a Hot Tin Roof,7.6,168.0,11.794846000000001
945,The Last Time I Saw Paris,5.1,9.0,0.912955
946,Meet John Doe,7.3,52.0,10.750619
947,Algiers,5.8,6.0,0.348765
948,Something to Sing About,3.8,2.0,0.367546
949,A Farewell to Arms,6.2,29.0,1.914697
950,Moonlight Murder,6.0,1.0,0.283269
951,Nothing Personal,4.0,1.0,0.064512
952,"Yes, Madam",7.4,11.0,1.0600969999999998
953,Dangerous Ground,5.0,8.0,1.463219
954,Picnic,6.7,19.0,8.500509
955,Madagascar Skin,0.0,0.0,0.580724
956,The Pompatus of Love,5.3,2.0,0.537795
957,Small Wonders,0.0,0.0,0.00264
958,Fly Away Home,6.6,114.0,5.5111550000000005
959,Bliss,4.8,6.0,1.262649
960,Grace of My Heart,6.5,15.0,9.364417999999999
961,Brother of Sleep,6.8,6.0,0.751733
962,Maximum Risk,5.3,104.0,7.370163000000001
963,Michael Collins,6.8,98.0,6.728199000000001
964,The Rich Man's Wife,4.9,11.0,6.746475
965,Infinity,0.0,0.0,1.226688
966,Big Night,6.8,45.0,2.702973
967,Last Man Standing,6.2,263.0,11.845918
968,Caught,6.5,5.0,1.625873
969,Set It Off,6.9,66.0,6.85606
970,2 Days in the Valley,5.9,73.0,4.989276
971,Curdled,6.2,29.0,2.781581
972,L'associé,6.0,3.0,0.000308
973,Ed's Next Move,3.0,1.0,0.5502779999999999
974,Extreme Measures,5.7,80.0,4.990506
975,The Glimmer Man,4.7,102.0,5.918737
976,D3: The Mighty Ducks,5.3,99.0,5.511475
977,The Chamber,5.9,62.0,3.9984940000000004
978,The Apple Dumpling Gang,6.6,34.0,4.040945
979,"Davy Crockett, King of the Wild Frontier",5.9,14.0,5.497358999999999
980,Escape to Witch Mountain,6.5,60.0,7.1516910000000005
981,The Love Bug,6.0,126.0,10.091707000000001
982,Herbie Rides Again,5.9,77.0,4.914603
983,Old Yeller,7.0,68.0,12.887829
984,The Parent Trap,6.8,92.0,5.807074
985,Pollyanna,6.9,50.0,3.254308
986,Homeward Bound: The Incredible Journey,6.6,218.0,7.186506
987,The Shaggy Dog,6.2,22.0,3.404213
988,Swiss Family Robinson,7.0,88.0,4.623089
989,That Darn Cat!,6.4,28.0,2.8036790000000003
990,"20,000 Leagues Under the Sea",6.9,160.0,8.722406
991,Cool Runnings,6.8,510.0,8.307210000000001
992,Angels in the Outfield,5.7,124.0,10.892812
993,Cinderella,6.8,1760.0,14.436857999999999
994,Winnie the Pooh and the Blustery Day,7.8,20.0,1.054814
995,The Three Caballeros,6.2,108.0,8.702472
996,The Sword in the Stone,6.9,935.0,10.636458
997,So Dear to My Heart,6.3,5.0,0.901443
998,Robin Hood: Prince of Thieves,6.6,937.0,10.639244
999,Mary Poppins,7.4,1217.0,15.11549
1000,Dumbo,6.8,1206.0,14.655879
1001,Pete's Dragon,6.4,201.0,7.644722
1002,Bedknobs and Broomsticks,6.8,260.0,10.362012
1003,Alice in Wonderland,7.0,1557.0,16.488937
1004,The Fox and the Hound,7.0,884.0,10.197106
1005,Freeway,6.5,95.0,7.088533
1006,The Sound of Music,7.4,966.0,9.067730000000001
1007,Die Hard,7.5,4005.0,16.640522
1008,The Lawnmower Man,5.4,198.0,6.685948
1009,Unhook the Stars,6.2,11.0,5.52185
1010,Synthetic Pleasures,0.0,0.0,0.0011769999999999999
1011,The Secret Agent,5.0,7.0,2.943911
1012,Secrets & Lies,7.1,127.0,11.223572
1013,That Thing You Do!,6.8,230.0,8.685761
1014,To Gillian on Her 37th Birthday,5.1,13.0,3.263681
1015,Surviving Picasso,5.3,21.0,2.167132
1016,Love Is All There Is,5.5,2.0,0.453988
1017,Beautiful Thing,7.3,76.0,5.766163
1018,The Long Kiss Goodnight,6.4,323.0,14.482345
1019,The Ghost and the Darkness,6.4,238.0,10.789928
1020,Looking for Richard,6.9,33.0,2.6538169999999996
1021,Trees Lounge,6.7,51.0,3.464286
1022,The Proprietor,0.0,0.0,0.4319
1023,Normal Life,6.8,8.0,0.881187
1024,Get on the Bus,7.0,11.0,5.2306610000000004
1025,Shadow Conspiracy,4.0,12.0,3.733574
1026,Jude,6.6,38.0,3.3796769999999996
1027,Everyone Says I Love You,6.5,149.0,9.649113
1028,Bitter Sugar,6.3,3.0,0.401227
1029,Romeo + Juliet,6.7,1406.0,11.774061
1030,Swingers,6.8,255.0,6.578025
1031,Sleepers,7.3,729.0,9.198283
1032,The Sunchaser,6.1,8.0,2.3580900000000002
1033,Johns,6.0,6.0,0.27167399999999997
1034,Aladdin and the King of Thieves,6.1,494.0,8.654244
1035,The Woman in Question,5.2,3.0,0.757337
1036,Shall We Dance,7.9,22.0,3.786353
1037,A Damsel in Distress,7.0,4.0,1.6859810000000002
1038,Crossfire,6.1,26.0,3.7704410000000004
1039,"Murder, My Sweet",7.2,48.0,3.433265
1040,Macao,5.6,8.0,1.7157509999999998
1041,For the Moment,7.4,3.0,0.347124
1042,Willy Wonka & the Chocolate Factory,7.4,826.0,12.416635000000001
1043,The Sexual Life of the Belgians,5.0,2.0,0.297781
1044,The Innocents,7.5,126.0,7.667964
1045,Sleeper,7.0,206.0,6.048904
1046,Bananas,6.7,167.0,4.331819
1047,A Fish Called Wanda,7.1,576.0,11.400352999999999
1048,Life of Brian,7.7,1230.0,10.714172999999999
1049,Victor/Victoria,6.9,89.0,5.378996
1050,The Candidate,6.9,39.0,11.862375
1051,The Great Race,7.2,64.0,4.473326999999999
1052,Bonnie and Clyde,7.6,384.0,12.109198
1053,The Old Man and the Sea,6.0,25.0,1.728104
1054,Dial M for Murder,7.9,539.0,7.853231
1055,Madame Butterfly,4.8,3.0,0.1489
1056,Dirty Dancing,7.1,1371.0,14.044122
1057,Reservoir Dogs,8.1,3821.0,12.22034
1058,Platoon,7.5,1236.0,18.206972
1059,Weekend at Bernie's,6.4,255.0,8.051891
1060,Basic Instinct,6.5,869.0,16.628427
1061,The Doors,6.7,285.0,7.829619
1062,The Crying Game,6.9,180.0,7.404329
1063,Glengarry Glen Ross,7.5,330.0,6.792215
1064,Sophie's Choice,7.4,149.0,15.417202
1065,E.T. the Extra-Terrestrial,7.3,3359.0,19.358546
1066,The Search for One-eye Jimmy,6.3,4.0,0.6170140000000001
1067,A Christmas Carol,7.0,34.0,1.896952
1068,Days of Thunder,5.9,359.0,7.046753
1069,Top Gun,6.7,1736.0,20.301019
1070,American Strays,6.8,5.0,0.51063
1071,Rebel Without a Cause,7.6,351.0,10.968169
1072,A Streetcar Named Desire,7.6,291.0,7.301719
1073,Children of the Corn IV: The Gathering,4.6,41.0,7.97048
1074,The Leopard Son,0.0,0.0,0.002079
1075,Charm's  Incidents,0.0,0.0,0.001193
1076,Bird of Prey,0.0,0.0,0.564117
1077,Microcosmos,7.7,61.0,10.793031
1078,Palookaville,5.4,7.0,1.6695970000000002
1079,The Associate,6.2,49.0,3.2776120000000004
1080,The Funeral,7.3,31.0,2.772039
1081,The Sleepover,8.0,1.0,0.135596
1082,A Single Girl,6.8,8.0,1.813577
1083,The Eighth Day,7.0,56.0,2.887239
1084,North Star,5.2,3.0,2.7531630000000002
1085,Drunks,0.0,0.0,0.587824
